Accession,Protein Function,V-Score,Log10[Hit Number],Database Origin
4QFCG,,0.03,0.477121255,eggNOG
4QFBQ,Open reading frame 6 from SARS coronavirus,1,0.477121255,eggNOG
4QFAD,,0.03,0.477121255,eggNOG
4QFA8,,0.03,0.477121255,eggNOG
4QFA5,,0.03,0.477121255,eggNOG
4QF9S,,0.03,0.477121255,eggNOG
4QF9A,,0.03,0.477121255,eggNOG
4QF8T,,0.03,0.477121255,eggNOG
4QF63,,0.03,0.477121255,eggNOG
4QF62,,0.03,0.477121255,eggNOG
4QF4M,,0.03,0.477121255,eggNOG
4QF2K,,0.03,0.477121255,eggNOG
4QF2J,,0.03,0.477121255,eggNOG
4QF2H,,0.03,0.477121255,eggNOG
4QF2E,,0.03,0.477121255,eggNOG
4QF27,,0.03,0.477121255,eggNOG
4QF1N,,0.03,0.477121255,eggNOG
4QF0J,,0.03,0.477121255,eggNOG
4QF0A,,0.03,0.477121255,eggNOG
4QF01,,0.03,0.477121255,eggNOG
4QEXB,,0.03,0.477121255,eggNOG
4QEWI,,0.03,0.477121255,eggNOG
4QEUS,,0.03,0.477121255,eggNOG
4QEU4,,0.03,0.477121255,eggNOG
4QETA,,0.03,0.477121255,eggNOG
4QERT,,0.03,0.477121255,eggNOG
4QERR,,0.03,0.477121255,eggNOG
4QEQZ,,0.03,0.477121255,eggNOG
4QEQY,,0.03,0.477121255,eggNOG
4QEM4,,0.03,0.477121255,eggNOG
4QEKX,,0.03,0.477121255,eggNOG
4QEJ9,,0.03,0.477121255,eggNOG
4QEJ5,,0.03,0.477121255,eggNOG
4QEI0,,0.03,0.477121255,eggNOG
4QEH5,,0.03,0.477121255,eggNOG
4QEG9,,0.03,0.477121255,eggNOG
4QEEX,,0.03,0.477121255,eggNOG
4QEEG,,0.03,0.477121255,eggNOG
4QEEF,,0.03,0.477121255,eggNOG
4QEDN,,0.03,0.477121255,eggNOG
4QECD,,0.03,0.477121255,eggNOG
4QEB0,Respiratory synctial virus non-structural protein NS2,1,0.477121255,eggNOG
4QE9F,,0.03,0.477121255,eggNOG
4QE97,,0.03,0.477121255,eggNOG
4QE75,,0.03,0.477121255,eggNOG
4QE6X,,0.03,0.477121255,eggNOG
4QE6K,,0.03,0.477121255,eggNOG
4QE6C,,0.03,0.477121255,eggNOG
4QE64,,0.03,0.477121255,eggNOG
4QE59,,0.03,0.477121255,eggNOG
4QE4T,,0.03,0.477121255,eggNOG
4QE3U,,0.03,0.477121255,eggNOG
4QE3Q,,0.03,0.477121255,eggNOG
4QE1Z,,0.03,0.477121255,eggNOG
4QE0W,,0.03,0.477121255,eggNOG
4QE0V,,0.03,0.477121255,eggNOG
4QE0P,,0.03,0.477121255,eggNOG
4QE0M,,0.03,0.477121255,eggNOG
4QE08,,0.03,0.477121255,eggNOG
4QDYS,,0.03,0.477121255,eggNOG
4QDYN,,0.03,0.477121255,eggNOG
4QDUA,,0.03,0.477121255,eggNOG
4QDTV,,0.03,0.477121255,eggNOG
4QDSX,,0.03,0.477121255,eggNOG
4QDSA,,0.03,0.477121255,eggNOG
4QDR2,,0.03,0.477121255,eggNOG
4QDQC,,0.03,0.477121255,eggNOG
4QDPZ,,0.03,0.477121255,eggNOG
4QDNX,,0.03,0.477121255,eggNOG
4QDNW,,0.03,0.477121255,eggNOG
4QDMJ,,0.03,0.477121255,eggNOG
4QDMH,,0.03,0.477121255,eggNOG
4QDJK,,0.03,0.477121255,eggNOG
4QDJA,,0.03,0.477121255,eggNOG
4QDI5,,0.03,0.477121255,eggNOG
4QDHS,,0.03,0.477121255,eggNOG
4QDHP,,0.03,0.477121255,eggNOG
4QDHK,,0.03,0.477121255,eggNOG
4QDH5,,0.03,0.477121255,eggNOG
4QDH2,,0.03,0.477121255,eggNOG
4QDFN,,0.03,0.477121255,eggNOG
4QDFD,,0.03,0.477121255,eggNOG
4QDEZ,,0.03,0.477121255,eggNOG
4QDEB,,0.03,0.477121255,eggNOG
4QDE4,,0.03,0.477121255,eggNOG
4QDD3,,0.03,0.477121255,eggNOG
4QDAX,,0.03,0.477121255,eggNOG
4QD9K,,0.03,0.477121255,eggNOG
4QD99,,0.03,0.477121255,eggNOG
4QD8X,,0.03,0.477121255,eggNOG
4QD8B,,0.03,0.477121255,eggNOG
4QD7N,,0.03,0.477121255,eggNOG
4QD7F,,0.03,0.477121255,eggNOG
4QD6Q,,0.03,0.477121255,eggNOG
4QD6J,,0.03,0.477121255,eggNOG
4QD5S,,0.03,0.477121255,eggNOG
4QD5J,,0.03,0.477121255,eggNOG
4QD5G,,0.03,0.477121255,eggNOG
4QD3V,,0.03,0.477121255,eggNOG
4QD32,,0.03,0.477121255,eggNOG
4QD26,,0.03,0.477121255,eggNOG
4QD0E,,0.03,0.477121255,eggNOG
4QCZ1,,0.03,0.477121255,eggNOG
4QCXR,,0.03,0.477121255,eggNOG
4QCVD,,0.03,0.477121255,eggNOG
4QCUV,,0.03,0.477121255,eggNOG
4QCUA,viral inner capsid,1,0.477121255,eggNOG
4QCRZ,,0.03,0.477121255,eggNOG
4QCPX,aminoacyl-tRNA ligase activity,0.03,0.477121255,eggNOG
4QCPC,,0.03,0.477121255,eggNOG
4QCK9,,0.03,0.477121255,eggNOG
4QCJW,,0.03,0.477121255,eggNOG
4QCJ7,,0.03,0.477121255,eggNOG
4QCIJ,,0.03,0.477121255,eggNOG
4QCHY,,0.03,0.477121255,eggNOG
4QCHC,,0.03,0.477121255,eggNOG
4QCFC,,0.03,0.477121255,eggNOG
4QCF9,,0.03,0.477121255,eggNOG
4QCEM,,0.03,0.477121255,eggNOG
4QCEK,,0.03,0.477121255,eggNOG
4QCEB,,0.03,0.477121255,eggNOG
4QCDH,,0.03,0.477121255,eggNOG
4QCD6,,0.03,0.477121255,eggNOG
4QCD4,,0.03,0.477121255,eggNOG
4QCC1,,0.03,0.477121255,eggNOG
4QCA7,,0.03,0.477121255,eggNOG
4QC9V,,0.03,0.477121255,eggNOG
4QC9S,,0.03,0.477121255,eggNOG
4QC8B,,0.03,0.477121255,eggNOG
4QC85,,0.03,0.477121255,eggNOG
4QC3A,,0.03,0.477121255,eggNOG
4QC36,,0.03,0.477121255,eggNOG
4QC18,,0.03,0.477121255,eggNOG
4QBZN,,0.03,0.477121255,eggNOG
4QBZ2,,0.03,0.477121255,eggNOG
4QBYZ,,0.03,0.477121255,eggNOG
4QBYY,,0.03,0.477121255,eggNOG
4QBXV,,0.03,0.477121255,eggNOG
4QBXA,,0.03,0.477121255,eggNOG
4QBVE,,0.03,0.477121255,eggNOG
4QBV4,,0.03,0.477121255,eggNOG
4QBU5,,0.03,0.477121255,eggNOG
4QBR9,,0.03,0.477121255,eggNOG
4QBMY,Seadornavirus VP7,1,0.477121255,eggNOG
4QBMH,,0.03,0.477121255,eggNOG
4QBK9,Coronavirus NS8 protein,1,0.477121255,eggNOG
4QBJK,,0.03,0.477121255,eggNOG
4QBJ4,,0.03,0.477121255,eggNOG
4QBIQ,,0.03,0.477121255,eggNOG
4QBHA,,0.03,0.477121255,eggNOG
4QBH9,,0.03,0.477121255,eggNOG
4QBFC,,0.03,0.477121255,eggNOG
4QBE8,,0.03,0.477121255,eggNOG
4QBCZ,,0.03,0.477121255,eggNOG
4QBCT,,0.03,0.477121255,eggNOG
4QBBP,,0.03,0.477121255,eggNOG
4QBB1,,0.03,0.477121255,eggNOG
4QBAQ,,0.03,0.477121255,eggNOG
4QB91,Seadornavirus VP6 protein,1,0.477121255,eggNOG
4QB88,Protein of unknown function (DUF2873),0.03,0.477121255,eggNOG
4QB82,,0.03,0.477121255,eggNOG
4QB6Y,,0.03,0.477121255,eggNOG
4QB5E,,0.03,0.477121255,eggNOG
4QB56,Seadornavirus Vp10,1,0.477121255,eggNOG
4QB4V,,0.03,0.477121255,eggNOG
4QB3U,,0.03,0.477121255,eggNOG
4QB3G,,0.03,0.477121255,eggNOG
4QB38,,0.03,0.477121255,eggNOG
4QB1G,,0.03,0.477121255,eggNOG
4QAZZ,,0.03,0.477121255,eggNOG
4QAZU,,0.03,0.477121255,eggNOG
4QAZ4,,0.03,0.477121255,eggNOG
4QAXS,,0.03,0.477121255,eggNOG
4QAWA,,0.03,0.477121255,eggNOG
4QAUB,Pfam:APA3_viroporin,0.03,0.477121255,eggNOG
4QAU7,,0.03,0.477121255,eggNOG
4QAT4,,0.03,0.477121255,eggNOG
4QAS6,,0.03,0.477121255,eggNOG
4QAS1,,0.03,0.477121255,eggNOG
4QAQZ,,0.03,0.477121255,eggNOG
4QAPP,,0.03,0.477121255,eggNOG
4QAP1,,0.03,0.477121255,eggNOG
4QANY,,0.03,0.477121255,eggNOG
4QANW,,0.03,0.477121255,eggNOG
4QAN7,,0.03,0.477121255,eggNOG
4QAM5,,0.03,0.477121255,eggNOG
4QAJG,,0.03,0.477121255,eggNOG
34CHB,"Bacterial regulatory protein, Fis family",0.03,0.477121255,eggNOG
34CFZ,,0.03,0.477121255,eggNOG
34CFJ,"Protein of unknown function, DUF624",0.03,0.477121255,eggNOG
34CCF,,0.03,0.477121255,eggNOG
34CB8,,0.03,0.477121255,eggNOG
34C9X,,0.03,0.477121255,eggNOG
34C9H,,0.03,0.477121255,eggNOG
34C9G,,0.03,0.477121255,eggNOG
34C8Z,,0.03,0.477121255,eggNOG
34C8T,,0.03,0.477121255,eggNOG
34C76,,0.03,0.477121255,eggNOG
34C6H,,0.03,0.477121255,eggNOG
34C34,,0.03,0.477121255,eggNOG
34C2R,,0.03,0.477121255,eggNOG
34C23,,0.03,0.477121255,eggNOG
34BZQ,Peptidase inhibitor family I36,0.03,0.477121255,eggNOG
34BZJ,,0.03,0.477121255,eggNOG
34BYZ,,0.03,0.477121255,eggNOG
34BX9,,0.03,0.477121255,eggNOG
34BW8,Inner spore coat protein D,0.03,0.477121255,eggNOG
34BV7,Protein of unknown function (DUF3558),0.03,0.477121255,eggNOG
34BUM,Protein of unknown function (DUF3006),0.03,0.477121255,eggNOG
34BU3,,0.03,0.477121255,eggNOG
34BT2,,0.03,0.477121255,eggNOG
34BRR,,0.03,0.477121255,eggNOG
34BQX,Domain of unknown function (DUF4474),0.03,0.477121255,eggNOG
34BQ2,,0.03,0.477121255,eggNOG
34BPK,Preprotein translocase SecG subunit,0.03,0.477121255,eggNOG
34BNB,tigr02147,0.03,0.477121255,eggNOG
34BMX,,0.03,0.477121255,eggNOG
34BM4,"Motility quorum-sensing regulator, toxin of MqsA",0.03,0.477121255,eggNOG
34BIP,,0.03,0.477121255,eggNOG
34BIJ,,0.03,0.477121255,eggNOG
34BIB,,0.03,0.477121255,eggNOG
34BHH,,0.03,0.477121255,eggNOG
34BEA,,0.03,0.477121255,eggNOG
34BDE,,0.03,0.477121255,eggNOG
34BCZ,,0.03,0.477121255,eggNOG
34BCN,,0.03,0.477121255,eggNOG
34BCD,,0.03,0.477121255,eggNOG
34BC2,,0.03,0.477121255,eggNOG
34BBX,,0.03,0.477121255,eggNOG
34BB3,,0.03,0.477121255,eggNOG
34BAM,,0.03,0.477121255,eggNOG
34B9F,Cro/C1-type HTH DNA-binding domain,0.03,0.477121255,eggNOG
34B4K,,0.03,0.477121255,eggNOG
34B4G,,0.03,0.477121255,eggNOG
34B2Y,,0.03,0.477121255,eggNOG
34B29,,0.03,0.477121255,eggNOG
34B05,,0.03,0.477121255,eggNOG
34AXU,,0.03,0.477121255,eggNOG
34AW0,,0.03,0.477121255,eggNOG
34AVT,"Psort location CytoplasmicMembrane, score 9.46",0.03,0.477121255,eggNOG
34AVD,,0.03,0.477121255,eggNOG
34AUI,,0.03,0.477121255,eggNOG
34AU6,Helix-turn-helix XRE-family like proteins,0.03,0.477121255,eggNOG
34AST,,0.03,0.477121255,eggNOG
34APD,,0.03,0.477121255,eggNOG
34ANR,Haemolysin expression modulating protein,0.03,0.477121255,eggNOG
34AM2,,0.03,0.477121255,eggNOG
34AJS,,0.03,0.477121255,eggNOG
34AJG,,0.03,0.477121255,eggNOG
34AI9,,0.03,0.477121255,eggNOG
34AI0,,0.03,0.477121255,eggNOG
34AHT,toxin activity,0.03,0.477121255,eggNOG
34AEZ,,0.03,0.477121255,eggNOG
34AD6,,0.03,0.477121255,eggNOG
34ACC,Regulatory protein YrvL,0.03,0.477121255,eggNOG
34AC6,,0.03,0.477121255,eggNOG
34ABU,,0.03,0.477121255,eggNOG
34AA8,,0.03,0.477121255,eggNOG
34A9Z,,0.03,0.477121255,eggNOG
34A96,,0.03,0.477121255,eggNOG
34A8U,,0.03,0.477121255,eggNOG
34A7A,,0.03,0.477121255,eggNOG
34A6M,,0.03,0.477121255,eggNOG
34A6E,,0.03,0.477121255,eggNOG
34A4C,,0.03,0.477121255,eggNOG
34A3T,,0.03,0.477121255,eggNOG
34A2P,,0.03,0.477121255,eggNOG
34A1M,Helix-turn-helix XRE-family like proteins,0.03,0.477121255,eggNOG
34A0X,,0.03,0.477121255,eggNOG
349UZ,,0.03,0.477121255,eggNOG
349U2,MTH538 TIR-like domain (DUF1863),0.03,0.477121255,eggNOG
349TE,Protein of unknown function (DUF1380),0.03,0.477121255,eggNOG
349SD,,0.03,0.477121255,eggNOG
349S9,,0.03,0.477121255,eggNOG
349RM,Haemolysin expression modulating protein,0.03,0.477121255,eggNOG
349R0,,0.03,0.477121255,eggNOG
349QI,SpoVAC/SpoVAEB sporulation membrane protein,0.03,0.477121255,eggNOG
349Q3,"Domain present in PSD-95, Dlg, and ZO-1/2.",0.03,0.477121255,eggNOG
349PU,,0.03,0.477121255,eggNOG
349JE,,0.03,0.477121255,eggNOG
349J0,6-bladed beta-propeller,0.03,0.477121255,eggNOG
349ID,,0.03,0.477121255,eggNOG
349FA,Proteolipid membrane potential modulator,0.03,0.477121255,eggNOG
349EZ,,0.03,0.477121255,eggNOG
349DE,,0.03,0.477121255,eggNOG
349CZ,,0.03,0.477121255,eggNOG
349CI,,0.03,0.477121255,eggNOG
349BP,,0.03,0.477121255,eggNOG
3499P,,0.03,0.477121255,eggNOG
3499E,,0.03,0.477121255,eggNOG
34983,,0.03,0.477121255,eggNOG
3497X,,0.03,0.477121255,eggNOG
3494V,,0.03,0.477121255,eggNOG
3493Y,,0.03,0.477121255,eggNOG
34933,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,0.03,0.477121255,eggNOG
3491Y,Cro/C1-type HTH DNA-binding domain,0.03,0.477121255,eggNOG
3491R,,0.03,0.477121255,eggNOG
34903,,0.03,0.477121255,eggNOG
348XM,,0.03,0.477121255,eggNOG
348VU,,0.03,0.477121255,eggNOG
348VJ,,0.03,0.477121255,eggNOG
348UH,,0.03,0.477121255,eggNOG
348UC,,0.03,0.477121255,eggNOG
348U4,,0.03,0.477121255,eggNOG
348RK,,0.03,0.477121255,eggNOG
348QI,,0.03,0.477121255,eggNOG
348NZ,,0.03,0.477121255,eggNOG
348MK,,0.03,0.477121255,eggNOG
348MI,Protein of unknown function (DUF2628),0.03,0.477121255,eggNOG
348MC,,0.03,0.477121255,eggNOG
348HA,,0.03,0.477121255,eggNOG
348D7,,0.03,0.477121255,eggNOG
348D2,,0.03,0.477121255,eggNOG
348CR,,0.03,0.477121255,eggNOG
348C7,,0.03,0.477121255,eggNOG
348AZ,,0.03,0.477121255,eggNOG
348AR,"Putative endonuclease, protein of unknown function (DUF1780)",0.03,0.477121255,eggNOG
3488U,,0.03,0.477121255,eggNOG
3488C,Outer membrane protein beta-barrel domain,0.03,0.477121255,eggNOG
34876,,0.03,0.477121255,eggNOG
3483Y,,0.03,0.477121255,eggNOG
3483T,"Papain fold toxin 1, glutamine deamidase",0.03,0.477121255,eggNOG
3482M,,0.03,0.477121255,eggNOG
34810,,0.03,0.477121255,eggNOG
347VR,Protein of unknown function (DUF805),0.03,0.477121255,eggNOG
347TV,,0.03,0.477121255,eggNOG
347SM,,0.03,0.477121255,eggNOG
347SG,,0.03,0.477121255,eggNOG
347PJ,,0.03,0.477121255,eggNOG
347IA,,0.03,0.477121255,eggNOG
347I5,,0.03,0.477121255,eggNOG
347HD,,0.03,0.477121255,eggNOG
347GZ,,0.03,0.477121255,eggNOG
347GA,HEAT repeats,0.03,0.477121255,eggNOG
347FE,"Tetracyclin repressor, C-terminal all-alpha domain",0.03,0.477121255,eggNOG
347EP,,0.03,0.477121255,eggNOG
3.47E+10,,0.03,0.477121255,eggNOG
347CC,,0.03,0.477121255,eggNOG
347BS,"Psort location Cytoplasmic, score 8.87",0.03,0.477121255,eggNOG
347BG,,0.03,0.477121255,eggNOG
347AX,,0.03,0.477121255,eggNOG
3477C,,0.03,0.477121255,eggNOG
34760,,0.03,0.477121255,eggNOG
34733,,0.03,0.477121255,eggNOG
3472N,Acetyltransferase (GNAT) domain,0.03,0.477121255,eggNOG
34724,,0.03,0.477121255,eggNOG
346Z1,,0.03,0.477121255,eggNOG
346WV,,0.03,0.477121255,eggNOG
346WC,,0.03,0.477121255,eggNOG
346VD,Protein of unknown function (DUF3781),0.03,0.477121255,eggNOG
346V0,,0.03,0.477121255,eggNOG
346U7,,0.03,0.477121255,eggNOG
346RX,,0.03,0.477121255,eggNOG
346R6,Protein of unknown function (DUF3558),0.03,0.477121255,eggNOG
346QK,,0.03,0.477121255,eggNOG
346PF,,0.03,0.477121255,eggNOG
346P6,,0.03,0.477121255,eggNOG
346J7,Phosphotransferase enzyme family,0.03,0.477121255,eggNOG
346J0,,0.03,0.477121255,eggNOG
346IJ,Outer membrane protein beta-barrel domain,0.03,0.477121255,eggNOG
346IF,,0.03,0.477121255,eggNOG
346GS,FBP C-terminal treble-clef zinc-finger,0.03,0.477121255,eggNOG
346GH,,0.03,0.477121255,eggNOG
346CZ,,0.03,0.477121255,eggNOG
346BF,Alternative locus ID,0.03,0.477121255,eggNOG
346B9,O-Antigen ligase,0.03,0.477121255,eggNOG
3469S,,0.03,0.477121255,eggNOG
3465X,,0.03,0.477121255,eggNOG
3465S,"Psort location CytoplasmicMembrane, score",0.03,0.477121255,eggNOG
3464J,,0.03,0.477121255,eggNOG
3464B,,0.03,0.477121255,eggNOG
3464A,,0.03,0.477121255,eggNOG
34649,,0.03,0.477121255,eggNOG
3463N,,0.03,0.477121255,eggNOG
3462B,,0.03,0.477121255,eggNOG
3461K,,0.03,0.477121255,eggNOG
345X4,,0.03,0.477121255,eggNOG
345TT,manually curated,0.03,0.477121255,eggNOG
345TA,,0.03,0.477121255,eggNOG
345PA,,0.03,0.477121255,eggNOG
345NI,,0.03,0.477121255,eggNOG
345NE,,0.03,0.477121255,eggNOG
345N5,,0.03,0.477121255,eggNOG
345MM,Short repeat of unknown function (DUF308),0.03,0.477121255,eggNOG
345KB,,0.03,0.477121255,eggNOG
345JI,Nicotinamide mononucleotide transporter,0.03,0.477121255,eggNOG
345J2,,0.03,0.477121255,eggNOG
345IM,,0.03,0.477121255,eggNOG
345GA,YARHG domain,0.03,0.477121255,eggNOG
345AZ,,0.03,0.477121255,eggNOG
3458J,,0.03,0.477121255,eggNOG
34588,Metallo-peptidase family M12B Reprolysin-like,0.03,0.477121255,eggNOG
34585,Sigma-70 region 2,0.03,0.477121255,eggNOG
3457A,PAP2 superfamily,0.03,0.477121255,eggNOG
3452S,,0.03,0.477121255,eggNOG
3452Q,,0.03,0.477121255,eggNOG
34523,,0.03,0.477121255,eggNOG
3451X,,0.03,0.477121255,eggNOG
344ZX,,0.03,0.477121255,eggNOG
344Z5,,0.03,0.477121255,eggNOG
344YD,,0.03,0.477121255,eggNOG
344UV,,0.03,0.477121255,eggNOG
344UE,,0.03,0.477121255,eggNOG
344TN,Domain of unknown function (DUF4123),0.03,0.477121255,eggNOG
344SC,,0.03,0.477121255,eggNOG
344RQ,PRD domain,0.03,0.477121255,eggNOG
344QU,,0.03,0.477121255,eggNOG
344NZ,Protein of unknown function (DUF1778),0.03,0.477121255,eggNOG
344MF,,0.03,0.477121255,eggNOG
344KI,,0.03,0.477121255,eggNOG
344JS,,0.03,0.477121255,eggNOG
344JB,,0.03,0.477121255,eggNOG
344J7,,0.03,0.477121255,eggNOG
344J3,,0.03,0.477121255,eggNOG
344I1,,0.03,0.477121255,eggNOG
344GP,Hemerythrin HHE cation binding domain,0.03,0.477121255,eggNOG
344FU,,0.03,0.477121255,eggNOG
344F6,,0.03,0.477121255,eggNOG
344EU,,0.03,0.477121255,eggNOG
344DG,,0.03,0.477121255,eggNOG
344AF,,0.03,0.477121255,eggNOG
344AD,,0.03,0.477121255,eggNOG
3449U,"PemK-like, MazF-like toxin of type II toxin-antitoxin system",0.03,0.477121255,eggNOG
3449K,,0.03,0.477121255,eggNOG
34458,,0.03,0.477121255,eggNOG
3443I,,0.03,0.477121255,eggNOG
3443H,SUKH-3 immunity protein,0.03,0.477121255,eggNOG
3442W,,0.03,0.477121255,eggNOG
3442Q,,0.03,0.477121255,eggNOG
3441X,,0.03,0.477121255,eggNOG
3441N,Alternative locus ID,0.03,0.477121255,eggNOG
3441D,,0.03,0.477121255,eggNOG
3440J,,0.03,0.477121255,eggNOG
3440G,,0.03,0.477121255,eggNOG
343ZZ,Protein of unknown function (DUF3010),0.03,0.477121255,eggNOG
343Z7,,0.03,0.477121255,eggNOG
343YN,,0.03,0.477121255,eggNOG
343Y7,,0.03,0.477121255,eggNOG
343WS,,0.03,0.477121255,eggNOG
343W9,,0.03,0.477121255,eggNOG
343W0,,0.03,0.477121255,eggNOG
343VQ,P-loop Domain of unknown function (DUF2791),0.03,0.477121255,eggNOG
343VP,,0.03,0.477121255,eggNOG
343UA,,0.03,0.477121255,eggNOG
343PH,,0.03,0.477121255,eggNOG
343NT,Protein of unknown function (DUF2973),0.03,0.477121255,eggNOG
343IF,,0.03,0.477121255,eggNOG
343G2,,0.03,0.477121255,eggNOG
343FF,,0.03,0.477121255,eggNOG
343FA,,0.03,0.477121255,eggNOG
343EH,,0.03,0.477121255,eggNOG
343DJ,,0.03,0.477121255,eggNOG
343C1,,0.03,0.477121255,eggNOG
3436H,,0.03,0.477121255,eggNOG
3435G,"Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection",0.03,0.477121255,eggNOG
3435C,,0.03,0.477121255,eggNOG
3435B,,0.03,0.477121255,eggNOG
34354,,0.03,0.477121255,eggNOG
34334,,0.03,0.477121255,eggNOG
3431Z,,0.03,0.477121255,eggNOG
3431H,,0.03,0.477121255,eggNOG
34317,,0.03,0.477121255,eggNOG
34310,,0.03,0.477121255,eggNOG
3430V,,0.03,0.477121255,eggNOG
342ZI,,0.03,0.477121255,eggNOG
342Z9,,0.03,0.477121255,eggNOG
342Z5,,0.03,0.477121255,eggNOG
342Z1,,0.03,0.477121255,eggNOG
342XZ,,0.03,0.477121255,eggNOG
342XC,,0.03,0.477121255,eggNOG
342X4,,0.03,0.477121255,eggNOG
342TT,,0.03,0.477121255,eggNOG
342SR,,0.03,0.477121255,eggNOG
342SM,Protein of unknown function (DUF2812),0.03,0.477121255,eggNOG
342S2,,0.03,0.477121255,eggNOG
342RX,,0.03,0.477121255,eggNOG
342RC,,0.03,0.477121255,eggNOG
342R8,,0.03,0.477121255,eggNOG
342QG,,0.03,0.477121255,eggNOG
342PW,,0.03,0.477121255,eggNOG
342P8,,0.03,0.477121255,eggNOG
342P3,,0.03,0.477121255,eggNOG
342N2,Cro/C1-type HTH DNA-binding domain,0.03,0.477121255,eggNOG
342KJ,,0.03,0.477121255,eggNOG
342JC,,0.03,0.477121255,eggNOG
342J5,,0.03,0.477121255,eggNOG
342IY,,0.03,0.477121255,eggNOG
342FF,,0.03,0.477121255,eggNOG
342F8,,0.03,0.477121255,eggNOG
342F2,,0.03,0.477121255,eggNOG
342EP,,0.03,0.477121255,eggNOG
342BK,,0.03,0.477121255,eggNOG
3429Q,,0.03,0.477121255,eggNOG
3428Q,,0.03,0.477121255,eggNOG
34272,,0.03,0.477121255,eggNOG
3426N,,0.03,0.477121255,eggNOG
3425B,Domain of unknown function (DUF4879),0.03,0.477121255,eggNOG
3424K,Domain of unknown function (DUF1843),0.03,0.477121255,eggNOG
34248,,0.03,0.477121255,eggNOG
3423I,Immunity protein 17,0.03,0.477121255,eggNOG
3423H,,0.03,0.477121255,eggNOG
34237,,0.03,0.477121255,eggNOG
3422G,,0.03,0.477121255,eggNOG
3421J,,0.03,0.477121255,eggNOG
3420S,,0.03,0.477121255,eggNOG
341ZS,,0.03,0.477121255,eggNOG
341Z4,,0.03,0.477121255,eggNOG
341YJ,Immunity protein 17,0.03,0.477121255,eggNOG
341YA,Protein of unknown function (DUF2773),0.03,0.477121255,eggNOG
341WM,Bacterial PH domain,0.03,0.477121255,eggNOG
341TB,,0.03,0.477121255,eggNOG
341S9,IMG reference gene,0.03,0.477121255,eggNOG
341MG,,0.03,0.477121255,eggNOG
341KS,,0.03,0.477121255,eggNOG
341II,,0.03,0.477121255,eggNOG
341HN,,0.03,0.477121255,eggNOG
341GW,Cell division protein FtsN,0.03,0.477121255,eggNOG
341G6,,0.03,0.477121255,eggNOG
341EN,,0.03,0.477121255,eggNOG
341DG,Tellurite resistance protein TehB,0.03,0.477121255,eggNOG
341C6,,0.03,0.477121255,eggNOG
341BG,,0.03,0.477121255,eggNOG
3419X,,0.03,0.477121255,eggNOG
3419N,,0.03,0.477121255,eggNOG
3419K,,0.03,0.477121255,eggNOG
34192,,0.03,0.477121255,eggNOG
34173,,0.03,0.477121255,eggNOG
34168,,0.03,0.477121255,eggNOG
3414N,,0.03,0.477121255,eggNOG
3411D,,0.03,0.477121255,eggNOG
340YA,,0.03,0.477121255,eggNOG
340XU,,0.03,0.477121255,eggNOG
340WX,Regulatory protein YrvL,0.03,0.477121255,eggNOG
340W7,,0.03,0.477121255,eggNOG
340QH,,0.03,0.477121255,eggNOG
340Q6,Protein of unknown function (DUF2946),0.03,0.477121255,eggNOG
340PF,,0.03,0.477121255,eggNOG
340NJ,,0.03,0.477121255,eggNOG
340MN,,0.03,0.477121255,eggNOG
340M4,,0.03,0.477121255,eggNOG
340JZ,,0.03,0.477121255,eggNOG
340JX,,0.03,0.477121255,eggNOG
340IY,Matrixin,0.03,0.477121255,eggNOG
340II,,0.03,0.477121255,eggNOG
340GH,,0.03,0.477121255,eggNOG
340ED,,0.03,0.477121255,eggNOG
3.40E+11,,0.03,0.477121255,eggNOG
340BS,,0.03,0.477121255,eggNOG
340BK,,0.03,0.477121255,eggNOG
340B6,,0.03,0.477121255,eggNOG
3409X,Uncharacterized KorC regulated protein A,0.03,0.477121255,eggNOG
3408Y,,0.03,0.477121255,eggNOG
3408R,,0.03,0.477121255,eggNOG
3408N,,0.03,0.477121255,eggNOG
3408J,,0.03,0.477121255,eggNOG
3408H,Protein of unknown function (DUF2976),0.03,0.477121255,eggNOG
