#ncbi_accession	source_identifier	label	sequence_cutoff	domain_cutoff	hmm_length	family_type	for_structural_annotation	for_naming	for_AMRFinder	product_name	gene_symbol	gene_synonyms	ec_numbers	go_terms	pmids	taxonomic_range	taxonomic_range_name	taxonomic_rank_name	n_refseq_protein_hits	source	name_orig	hmm_name	comment
NF027632.6	PF16308.10	DUF4950	25	25	191	domain	Y	Y	N	DUF4950 domain-containing protein						1350	Enterococcus	genus	244	EBI-EMBL	Domain of unknown function (DUF4950)	Domain of unknown function (DUF4950)	This family consists of several uncharacterized proteins around 250 residues in length and is mainly found in various Enterococcus faecalis species. The function of this family is unknown. (from Pfam)
NF033090.1		HK_VanS_B	920	920	447	exception	Y	Y	Y	vancomycin resistance histidine kinase VanS-B	vanS-B			GO:0000155,GO:0007165,GO:0016020		1350	Enterococcus	genus	46	NCBIFAM	VanB-type vancomycin resistance histidine kinase VanS	vancomycin resistance histidine kinase VanS-B	
NF033122.1		vanW-B	610	610	275	exception	Y	Y	Y	glycopeptide resistance accessory protein VanW-B	vanW-B					1350	Enterococcus	genus	36	NCBIFAM	glycopeptide resistance accessory protein VanW-B	glycopeptide resistance accessory protein VanW-B	VanW family proteins are found in vancomycin resistance systems of types VanB, VanG, and VanPt. The function is unknown. It is not certain that all members of the minimal family that includes VanW-B, VanW-G, and VanW-Pt are involved in resistance to glycopeptide antibiotics, so separate HMMs are created for each. This model identifies VanW-B proteins.
NF033125.2		vanZ-A	250	250	164	exception	Y	Y	Y	glycopeptide resistance protein VanZ-A	vanZ-A					1350	Enterococcus	genus	56	NCBIFAM	glycopeptide resistance protein VanZ-A	glycopeptide resistance protein VanZ-A	Members of this family are the glycopeptide resistance protein VanZ of VanA-type vancomycin resistance systems.
NF033385.1		enterocin_LsbB	33	33	35	subfamily	Y	Y	N	LsbB family leaderless bacteriocin					24993828	1350	Enterococcus	genus	26	NCBIFAM	LsbB family leaderless bacteriocin	LsbB family leaderless bacteriocin	Members of this family are leaderless peptide components of bacteriocins with a conserved motif KXXXGXXPWE.
NF033473.1		trim_sens_DfrEf	350	350	164	exception	Y	Y	N	trimethoprim-sensitive dihydrofolate reductase	dfr		1.5.1.3	GO:0004146	9869579	1350	Enterococcus	genus	78	NCBIFAM	trimethoprim-resistant dihydrofolate reductase DfrE	trimethoprim-sensitive dihydrofolate reductase	This dihydrofolate reductase was originally described as the intrinsic dihydrofolate reductase of Enterococcus faecalis, sensitive to trimethoprim and incapable of conferring resistance to that antibiotic. Although the protein was referred to as DfrE by Coque, et al. (1999, PMID:9869579), to contrast it with the much rarer, resistance-conferring enzyme DfrF, we do not use the term DfrE, as a name in that series suggests a TMP-resistant form. Instead, we reserve the name DfrE for the trimethoprim-resistant enzyme WP_012655890.1 and close homologs, as described in PMID:34374564.
NF033875.1		Agg_substance	1500	1500	1306	equivalog	Y	Y	N	LPXTG-anchored aggregation substance						1350	Enterococcus	genus	1499	NCBIFAM	LPXTG-anchored aggregation substance	LPXTG-anchored aggregation substance	Aggregation substances, as described in Enterococcus, are LPXTG-anchored large surface proteins that contribute to virulence. Several closely related paralogs may be found in a single strain.
NF033898.1		QWxxN_dom	55	35	127	domain	Y	Y	N	QWxxN domain						1350	Enterococcus	genus	417	NCBIFAM	QWxxN domain	QWxxN domain-containing protein	The QWxxN domain is about 125 amino acids long, and appears typically as the conserved core region in up to 9 tandem repeats, each about 200 amino acids long. Proteins with this domain are known so far only in the genus Enterococcus, and may reach over 3000 amino acids in length.
NF037790.6	PF18333.6	ssDNA_DBD	25	25	106	domain	Y	N	N	Non-canonical single-stranded DNA-binding domain					22106294	1350	Enterococcus	genus	773	EBI-EMBL	Non-canonical single-stranded DNA-binding domain	Non-canonical single-stranded DNA-binding domain	This domain is found in ThermoDBP, a non-canonical single-stranded DNA-binding protein in Thermoproteales. Single-stranded DNA-binding proteins are needed for DNA metabolism, sequestering and protecting transiently formed ssDNA during DNA replication and recombination, detecting DNA damage and recruiting repair proteins. The outer edge of the ssDNA-binding cleft, formed by this domain, has a strongly positive electrostatic surface potential because of the conserved basic residues R49, K54, R65, R80, R86, R90, K97, and R112 (PMID: 22106294). (from Pfam)
NF037933.1		EpaQ_fam	100	100	377	subfamily	Y	Y	N	EpaQ family protein					30910809	1350	Enterococcus	genus	781	NCBIFAM		EpaQ family protein	EpaQ, as described in the Gram-positive bacterium Enterococcus faecalis, is encoded with the enterococcal polysaccharide antigen (epa) operon. It is distantly related to some O-antigen ligases of Gram-negative bacteria, and may have a similar molecular function. EpaQ contributes to biofilm formation and resistance to certain antibiotics.
NF038240.1		fibro_bind_EfbA	1025	1025	567	exception	Y	Y	N	fibronectin-binding protein EfbA	efbA				22782954,26351286	1350	Enterococcus	genus	920	NCBIFAM		fibronectin-binding protein EfbA	The virulence factor EfbA (enterococcal fibronectin-binding protein A), like its close homolog PavA from Streptococcus pneumoniae, is an anchorless adhesin, meaning it has no site for processing by sortase and covalent attachment to the cell surface, but still contributes to adhesion that contributes to pathogenesis.
NF039878.5	PF19159.5	DUF5841	25	25	48	domain	Y	Y	N	EntF family bacteriocin induction factor						1350	Enterococcus	genus	88	EBI-EMBL	Family of unknown function (DUF5841)	EntF family bacteriocin induction factor	See family NF033383 for more information.
NF040768.1		Epx	400	400	297	equivalog	Y	Y	N	enterococcus pore-forming toxin Epx	epx			GO:0046930	35259335	1350	Enterococcus	genus	15	NCBIFAM		enterococcus pore-forming toxin Epx	
NF040779.1		Sec_lyase_SclA	525	525	378	exception	Y	Y	N	selenocysteine lyase SclA	sclA		4.4.1.16	GO:0001887,GO:0009000	33444662	1350	Enterococcus	genus	262	NCBIFAM		selenocysteine lyase SclA	In bacteria, selenocysteine lyase activity (EC 4.4.1.16) usually is seen as a secondary activity of a cysteine desulfurase (EC 2.8.1.7). However, SclA, as studied in Enterococcus faecalis, acts primary on selenocysteine, binding cysteine just as well but acting on cysteine with much lower catalytic efficiency.
NF041439.1		TraE_Enteroc	100	100	99	subfamily	Y	Y	N	type IV conjugative transfer system protein TraE	traE				1315730	1350	Enterococcus	genus	269	NCBIFAM		type IV conjugative transfer system protein TraE	
NF041508.1		BacL2	200	200	202	equivalog	Y	Y	N	BacL2 family protein	bacL2				18203826	1350	Enterococcus	genus	106	NCBIFAM		BacL2 family protein	
NF046671.2	PF22459.2	PrgX_C_TPR	27	27	190	domain	Y	N	N	Pheromone cCF10 receptor, C-terminal TPR region					16339309,17038121	1350	Enterococcus	genus	148	EBI-EMBL	Pheromone cCF10 receptor, C-terminal TPR region	Pheromone cCF10 receptor, C-terminal TPR region	This entry represents the C-terminal tetratrico peptide repeat region (TPR) of the pheromone cCF10 receptor from Enterococcus faecalis (PrgX), which serves as a molecular switch controlling expression of conjugation and virulence genes encoded by the conjugative plasmid pCF10. This region includes two domains: a large central dimerisation (and pheromone-binding) domain, and a C-terminal regulatory domain that is important for structural integrity [1,2]. (from Pfam)
NF046731.2	PF22312.2	SgrA_ig-like	27	27	110	domain	Y	N	N	SgrA, immunoglobulin-like					27334767	1350	Enterococcus	genus	391	EBI-EMBL	SgrA, immunoglobulin-like	SgrA, immunoglobulin-like	This entry represents a Immunoglobulin-like domain present in the Serine-glutamate repeat protein A (SgrA), also known as LPXTG family cell surface protein Fms2 (PMID: 27334767). (from Pfam)
NF046883.2	PF22652.1	DUF7006	27	27	112	subfamily	Y	Y	N	DUF7006 family protein						1350	Enterococcus	genus	1299	EBI-EMBL	Family of unknown function (DUF7006)	DUF7006 family protein	Proteins in this family are found in Firmicutes. They are approximately 120 amino acids in length and are predicted to adopt an alpha helical structure. Members of this family contain two highly conserved acid residues aspartate and glutamate. (from Pfam)
TIGR02709.1	TIGR02709	branched_ptb	475.15	475.15	271	equivalog	Y	Y	N	branched-chain phosphotransacylase	ptb					1350	Enterococcus	genus	156	JCVI	branched-chain phosphotransacylase	branched-chain phosphotransacylase	This model distinguishes branched-chain phosphotransacylases like that of Enterococcus faecalis from closely related subfamilies of phosphate butyryltransferase (EC 2.3.1.19) (TIGR02706) and phosphate acetyltransferase (EC 2.3.1.8) (TIGR00651). Members of this family and of TIGR02706 show considerable crossreactivity, and the occurrence of a member of either family near an apparent leucine dehydrogenase will suggest activity on branched chain-acyl-CoA compounds.
NF022547.6	PF11097.13	DUF2883	25	25	75	domain	Y	Y	N	DUF2883 domain-containing protein						1351	Enterococcus faecalis	species	1	EBI-EMBL	Protein of unknown function (DUF2883)	Protein of unknown function (DUF2883)	This family of proteins have no known function but appear to be restricted to phage. (from Pfam)
NF033893.1		pheromone_ipd	33	33	21	equivalog	Y	Y	N	peptide pheromone inhibitor Ipd	ipd				7559344	1351	Enterococcus faecalis	species	5	NCBIFAM	peptide pheromone inhibitor Ipd	peptide pheromone inhibitor Ipd	The pheromone inhibitor iPD1, in mature form, is the last 8 amino acids of the product of the ipd gene. It was described in conjugative plasmids of Enterococcus faecalis.
NF000470.1		D_ala_D_lac_VanM	760	760	343	exception	Y	Y	Y	D-alanine--(R)-lactate ligase VanM	vanM		6.1.2.1			1352	Enterococcus faecium	species	3	NCBIFAM	D-alanine--(R)-lactate ligase VanM	D-alanine--(R)-lactate ligase VanM	
NF037583.6	PF17548.7	p6	25	25	76	PfamEq	Y	Y	N	histone-like protein p6				GO:0003677	19084023	1352	Enterococcus faecium	species	11	EBI-EMBL	Histone-like Protein p6	histone-like protein p6	Family members such as protein p6 from Bacillus subtilis phage phi29 bind double-stranded DNA, forming a large nucleoprotein complex all along the viral genome, and have been proposed to be an architectural protein with a global role in genome organization. P6 is also involved in viral transcriptional control, repressing the C2 early promoter located at the right DNA end,and together with the viral regulatory protein p4, repressing early promoters A2b/A2c and activating late promoter A3 (PMID: 19084023). (from Pfam)
NF009637.0	PRK13159	PRK13159.1	247	247	156	equivalog	Y	Y	N	cytochrome c maturation protein CcmE	ccmE					135614	Lysobacterales	order	469	NCBI Protein Cluster (PRK)	cytochrome c-type biogenesis protein CcmE	cytochrome c maturation protein CcmE	CycJ; periplasmic heme chaperone that binds heme transiently via a histidine residue and delivers it to newly synthesized and exported c-type cytochromes; requires the ATP hydrolysis activity of the CcmA protein in order to transfer the heme to the apocytochrome; part of the cytochrome c maturation system; periplasmic protein anchored to the inner membrane
NF047335.1		T3SS_XAC0095	34	34	62	domain	Y	Y	N	XAC0095 family protein					15342589	135614	Lysobacterales	order	1760	NCBIFAM		XAC0095 domain	XAC0095 from the plant pathogen Xanthomonas axonopodis pv. citri, a founding member of this protein family, was shown to interact with HrpG, a response regulator transcription factor responsible for type III secretion system (T3SS) hrp gene expression. Homologs of XAC0095 include both proteins of similar lengths and substantially longer proteins that contain additional domains.
NF050161.1		CbxsomAssCsoS2Hyd	850	850	665	equivalog	Y	Y	N	carboxysome assembly protein CsoS2	csoS2			GO:0043886	26608811,28115547	135616	Piscirickettsiaceae	family	31	NCBIFAM		carboxysome assembly protein CsoS2	
NF037299.6	PF18252.6	Cu_bind_CorA	27	27	184	PfamEq	Y	Y	N	copper(I)-binding protein CorA	corA				18348978,24498370	135618	Methylococcales	order	44	EBI-EMBL	Copper(I)-binding protein CorA-like	copper(I)-binding protein CorA	This domain is found in CorA present in Methylomicrobium album. CorA is a copper repressible surface associated copper(I)-binding protein. CorA can bind one copper ion per protein molecule. The overall fold of CorA is similar to M. capsulatus protein MopE (PMID: 18348978), including the unique copper(I)-binding site and most of the secondary structure elements (PMID: 24498370). (from Pfam)
NF041628.1		NaLiK_antip_UmpB	500	500	252	equivalog	Y	Y	N	Na,Li,K/H(+) antiporter subunit UmpB	umpB			GO:0006813,GO:0006814,GO:0015297	28652569	135619	Oceanospirillales	order	56	NCBIFAM		Na,Li,K/H(+) antiporter subunit UmpB	
NF000438.2		blaPOM	610	610	286	exception	Y	Y	Y	POM family subclass B3 metallo-beta-lactamase	blaPOM		3.5.2.6	GO:0008800		135621	Pseudomonadaceae	family	16	NCBIFAM	POM family subclass B3 metallo-beta-lactamase	POM family subclass B3 metallo-beta-lactamase	
NF000445.2		blaDIM	560	560	251	exception	Y	Y	Y	DIM family subclass B1 metallo-beta-lactamase	blaDIM		3.5.2.6	GO:0008800		135621	Pseudomonadaceae	family	2	NCBIFAM	DIM family subclass B1 metallo-beta-lactamase	DIM family subclass B1 metallo-beta-lactamase	
NF001681.0	PRK00442	PRK00442.1	102	102	92	equivalog	Y	Y	N	twin-arginine translocase TatA/TatE family subunit						135621	Pseudomonadaceae	family	1120	NCBI Protein Cluster (PRK)	twin arginine translocase protein A	twin-arginine translocase TatA/TatE family subunit	
NF004318.0	PRK05714	PRK05714.1	653	653	407	equivalog	Y	Y	N	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase				GO:0006744,GO:0016709,GO:0071949		135621	Pseudomonadaceae	family	3503	NCBI Protein Cluster (PRK)	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	Catalyzes the formation of 2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol from 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol
