Protein	Contig	Genome	Protein Classification	Protein Viral Origin Confidence	Function	KEGG KO	KEGG KO Name	FOAM ID	FOAM Annotation	Pfam Accession	Pfam Name	CAZy Family	CAZy Activities	METABOLIC db ID	METABOLIC Annotation	CAMPER ID	CAMPER Annotation	PHROG Number	PHROG Annotation	Best Scoring HMM	Best Scoring HMM Annotation	Best Scoring HMM Origin
vRhyme_unbinned_46__MGr3G3H3I_000000153998_5	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	high	""													phrog_6359	""	phrog_6359	""	PHROG
vRhyme_unbinned_46__MGr3G3H3I_000000153998_6	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	high																		KEGG
vRhyme_unbinned_46__MGr3G3H3I_000000153998_7	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	high	""													phrog_6560	""	phrog_6560	""	PHROG
vRhyme_unbinned_46__MGr3G3H3I_000000153998_8	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	high																		KEGG
vRhyme_unbinned_46__MGr3G3H3I_000000153998_9	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	high	""													phrog_6356	""	phrog_6356	""	PHROG
vRhyme_unbinned_47__MGr3G3H3I_000000154348_1	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high	major head protein													phrog_1005	major head protein	phrog_1005	major head protein	PHROG
vRhyme_unbinned_47__MGr3G3H3I_000000154348_10	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high	Portal protein of Mu bacteriophage					PF06074.19	Portal protein of Mu bacteriophage									PF06074.19	Portal protein of Mu bacteriophage	Pfam
vRhyme_unbinned_47__MGr3G3H3I_000000154348_11	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high	terminase large subunit					PF17289.9	Terminase RNaseH-like domain							phrog_5713	terminase large subunit	phrog_5713	terminase large subunit	PHROG
vRhyme_unbinned_47__MGr3G3H3I_000000154348_2	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high	head scaffolding protein													phrog_673	head scaffolding protein	phrog_673	head scaffolding protein	PHROG
vRhyme_unbinned_47__MGr3G3H3I_000000154348_3	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high																		KEGG
vRhyme_unbinned_47__MGr3G3H3I_000000154348_4	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high	head maturation protease					PF10123.15	Mu-like prophage I protein							phrog_328	head maturation protease	phrog_328	head maturation protease	PHROG
vRhyme_unbinned_47__MGr3G3H3I_000000154348_5	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high	Podophage GP4 fiber-tail adaptor protein gp77			HMMsoil102569	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	PF23148.2	Podophage GP4 fiber-tail adaptor protein gp77									PF23148.2	Podophage GP4 fiber-tail adaptor protein gp77	Pfam
vRhyme_unbinned_47__MGr3G3H3I_000000154348_6	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high																		KEGG
vRhyme_unbinned_47__MGr3G3H3I_000000154348_7	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high	HNH endonuclease					PF01844.30	HNH endonuclease							phrog_7370	HNH endonuclease	PF01844.30	HNH endonuclease	Pfam
vRhyme_unbinned_47__MGr3G3H3I_000000154348_8	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high																		KEGG
vRhyme_unbinned_47__MGr3G3H3I_000000154348_9	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_1	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high	deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]	K01619	deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]	HMMsoil133058	deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]											K01619	deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]	KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_10	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_11	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_12	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high	lig; DNA ligase [EC:6.5.1.1]	K26441	lig; DNA ligase [EC:6.5.1.1]			PF14743.13	DNA ligase OB-like domain							phrog_114	ATP-dependent DNA ligase	K26441	lig; DNA ligase [EC:6.5.1.1]	KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_13	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_14	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high	5'-3' deoxyribonucleotidase					PF06941.18	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)							phrog_2643	5'-3' deoxyribonucleotidase	phrog_2643	5'-3' deoxyribonucleotidase	PHROG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_15	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_16	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_17	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_18	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_19	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_2	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high	E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	K00590	E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]			PF01555.25	DNA methylase							phrog_67	DNA methyltransferase	K00590	E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_20	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_3	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_4	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high	RNA ligase					PF09414.16	RNA ligase							phrog_968	RNA ligase	phrog_968	RNA ligase	PHROG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_5	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_6	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_7	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_48__MGr3G3H3I_000000154912_8	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high	AAA domain					PF13521.13	AAA domain							phrog_2107	thymidylate kinase	PF13521.13	AAA domain	Pfam
vRhyme_unbinned_48__MGr3G3H3I_000000154912_9	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	high																		KEGG
vRhyme_unbinned_49__MGr3G3H3I_000000157758_2	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	high	FI; Bacteriophage tail sheath protein	K06907	FI; Bacteriophage tail sheath protein			PF17482.8	Phage tail sheath C-terminal domain							phrog_15814	""	K06907	FI; Bacteriophage tail sheath protein	KEGG
vRhyme_unbinned_49__MGr3G3H3I_000000157758_3	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	high	T4-like virus tail tube protein gp19					PF06841.19	T4-like virus tail tube protein gp19							phrog_4542	tail tube protein	PF06841.19	T4-like virus tail tube protein gp19	Pfam
vRhyme_unbinned_49__MGr3G3H3I_000000157758_4	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	high	baseplate hub					PF12322.15	T4 bacteriophage base plate protein							phrog_150	baseplate hub	phrog_150	baseplate hub	PHROG
vRhyme_unbinned_49__MGr3G3H3I_000000157758_5	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	high																		KEGG
vRhyme_unbinned_49__MGr3G3H3I_000000157758_6	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	high																		KEGG
vRhyme_unbinned_49__MGr3G3H3I_000000157758_7	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	high																		KEGG
vRhyme_unbinned_49__MGr3G3H3I_000000157758_8	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_1	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_12	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]	K01153	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]			PF18766.8	SWI2/SNF2 ATPase							phrog_3830	""	K01153	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]	KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_13	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_14	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_15	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high	RNase_H superfamily					PF13482.13	RNase_H superfamily									PF13482.13	RNase_H superfamily	Pfam
vRhyme_unbinned_50__MGr3G3H3I_000000159176_16	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_17	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_18	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_19	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_2	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_20	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_21	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high	DNA methyltransferase	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]			PF00145.24	C-5 cytosine-specific DNA methylase							phrog_363	DNA methyltransferase	phrog_363	DNA methyltransferase	PHROG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_22	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_23	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high	DnaB-like replicative helicase													phrog_19	DnaB-like replicative helicase	phrog_19	DnaB-like replicative helicase	PHROG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_24	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_25	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_3	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_4	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_5	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_7	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_8	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_50__MGr3G3H3I_000000159176_9	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_1	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_10	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_11	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_12	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_13	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high	Helix-turn-helix domain					PF13730.13	Helix-turn-helix domain									PF13730.13	Helix-turn-helix domain	Pfam
vRhyme_unbinned_51__MGr3G3H3I_000000159918_14	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_15	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_16	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high	Helix-turn-helix domain					PF12728.14	Helix-turn-helix domain									PF12728.14	Helix-turn-helix domain	Pfam
vRhyme_unbinned_51__MGr3G3H3I_000000159918_17	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_18	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high	integrase	K14059	int; integrase			PF13356.13	Arm DNA-binding domain							phrog_1	integrase	phrog_1	integrase	PHROG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_3	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_4	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_5	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_6	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high	Uncharacterized protein conserved in bacteria (DUF2213)					PF09979.15	Uncharacterized protein conserved in bacteria (DUF2213)							phrog_530	head maturation protease	PF09979.15	Uncharacterized protein conserved in bacteria (DUF2213)	Pfam
vRhyme_unbinned_51__MGr3G3H3I_000000159918_7	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_8	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high																		KEGG
vRhyme_unbinned_51__MGr3G3H3I_000000159918_9	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	high	terminase large subunit					PF03354.22	Terminase large subunit, ATPase domain							phrog_9	terminase large subunit	phrog_9	terminase large subunit	PHROG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_1	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high	E3.2.1.14; chitinase [EC:3.2.1.14]			HMMsoil1441	E3.2.1.14; chitinase [EC:3.2.1.14]	PF18911.7	PKD domain									HMMsoil1441	E3.2.1.14; chitinase [EC:3.2.1.14]	FOAM
vRhyme_unbinned_52__MGr3G3H3I_000000162741_10	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_11	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_12	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_13	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_14	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high	DNA polymerase					PF03175.19	DNA polymerase type B, organellar and viral							phrog_1907	DNA polymerase	phrog_1907	DNA polymerase	PHROG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_15	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_16	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high	endonuclease VII					PF02945.22	Recombination endonuclease VII							phrog_307	endonuclease VII	phrog_307	endonuclease VII	PHROG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_17	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_18	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_19	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_2	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_20	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high																		KEGG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_21	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high	DNA methyltransferase			HMMsoil76645	METTL6; tRNA N(3)-methylcytidine methyltransferase METTL6 [EC:2.1.1.-]	PF08241.19	Methyltransferase domain							phrog_24333	DNA methyltransferase	phrog_24333	DNA methyltransferase	PHROG
vRhyme_unbinned_52__MGr3G3H3I_000000162741_3	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	high	K319L-like, PKD domain					PF22352.3	K319L-like, PKD domain									PF22352.3	K319L-like, PKD domain	Pfam
