Protein	Contig	Genome	Function	KEGG_hmm_id	FOAM_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	METABOLIC_hmm_id	CAMPER_hmm_id	PHROG_hmm_id	KEGG_score	FOAM_score	Pfam_score	dbCAN_score	METABOLIC_score	CAMPER_score	PHROG_score	KEGG_coverage	FOAM_coverage	Pfam_coverage	dbCAN_coverage	METABOLIC_coverage	CAMPER_coverage	PHROG_coverage	KEGG_V-score	Pfam_V-score	PHROG_V-score	Viral_Flanking_Genes_Left_Dist	Viral_Flanking_Genes_Right_Dist	MGE_Flanking_Genes_Left_Dist	MGE_Flanking_Genes_Right_Dist	step5_in_merged_region	nonviral_region_pos	Viral_Origin_Confidence	KEGG_Description	FOAM_Description	Pfam_Description	dbCAN_Description	METABOLIC_Description	CAMPER_Description	PHROG_Description	top_hit_hmm_id	top_hit_description	top_hit_db	protein_in_ambig_region
vRhyme_unbinned_28__MGr3G3H3I_000000090299_7	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																								10.0	10.0	2376.0	1896.0			true		high											false
vRhyme_unbinned_28__MGr3G3H3I_000000090299_8	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																							10.0	10.0	10.0	1896.0	708.0			true		medium											false
vRhyme_unbinned_28__MGr3G3H3I_000000090299_9	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																										354.0	354.0			true		medium											false
vRhyme_unbinned_28__MGr3G3H3I_000000090299_10	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299	endolysin							phrog_17001							77.488968							0.5773584905660377		10.0	8.15	708.0				true		medium							endolysin	phrog_17001	endolysin	PHROG	false
vRhyme_unbinned_28__MGr3G3H3I_000000090299_11	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																										489.0				false		medium											true
vRhyme_unbinned_28__MGr3G3H3I_000000090299_12	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																										768.0				false		medium											true
vRhyme_unbinned_28__MGr3G3H3I_000000090299_13	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																										945.0				false		medium											true
vRhyme_unbinned_28__MGr3G3H3I_000000090299_14	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																										1131.0				false		medium											true
vRhyme_unbinned_28__MGr3G3H3I_000000090299_15	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299								phrog_19005							117.188492							0.8961538461538462				1464.0				false		medium							""	phrog_19005	""	PHROG	true
vRhyme_unbinned_28__MGr3G3H3I_000000090299_16	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																										2262.0				false		medium											true
vRhyme_unbinned_28__MGr3G3H3I_000000090299_17	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																										2481.0				false		medium											true
vRhyme_unbinned_28__MGr3G3H3I_000000090299_18	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299	ptsN; nitrogen PTS system EIIA component [EC:2.7.1.-]		HMMsoil25269	PF00571.34						113.760544	109.729401						0.9814814814814815	0.9824561403508771					1.36	1.73		2811.0				false		low		ptsN; nitrogen PTS system EIIA component [EC:2.7.1.-]	CBS domain					HMMsoil25269	ptsN; nitrogen PTS system EIIA component [EC:2.7.1.-]	FOAM	true
vRhyme_unbinned_29__MGr3G3H3I_000000101571_1	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	DyP dimeric alpha+beta barrel domain			PF21105.4							132.54982							1.0									984.0			false		medium			DyP dimeric alpha+beta barrel domain					PF21105	DyP dimeric alpha+beta barrel domain	Pfam	true
vRhyme_unbinned_29__MGr3G3H3I_000000101571_2	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	peptidase			PF00112.30				phrog_16701			60.5672				70.098938			0.9090909090909091				0.5982905982905983	10.0	10.0	8.1		3141.0			true		medium			Papain family cysteine protease				peptidase	phrog_16701	peptidase	PHROG	false
vRhyme_unbinned_29__MGr3G3H3I_000000101571_3	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571																										753.0	2388.0			true		low											false
vRhyme_unbinned_29__MGr3G3H3I_000000101571_4	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	rfaH; transcriptional antiterminator RfaH	K05785		PF02357.25				phrog_6386	110.189644		60.42902				80.309669	0.564748201438849		0.967741935483871				0.9162011173184358	10.0	10.0	8.71	3141.0	603.0			true		low	rfaH; transcriptional antiterminator RfaH		Transcription termination factor nusG				transcription antiterminator	K05785	rfaH; transcriptional antiterminator RfaH	KEGG	false
vRhyme_unbinned_29__MGr3G3H3I_000000101571_5	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]	K08678	HMMsoil55471	PF16363.12				phrog_540	501.422394	255.691498	180.501373				220.201523	0.6580645161290323	0.7288135593220338	0.9969879518072289				0.41818181818181815	10.0	10.0	10.0	603.0	939.0			true		low	UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]	UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]	GDP-mannose 4,6 dehydratase				nucleotide-sugar epimerase	K08678	UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]	KEGG	false
vRhyme_unbinned_29__MGr3G3H3I_000000101571_6	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	K01950		PF02540.24				phrog_36784	494.604095		256.703064				442.096954	0.7477124183006536		0.9958677685950413				0.9545454545454546	10.0	10.0	6.26	939.0	1671.0			true		low	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]		NAD synthase				NAD synthetase	K01950	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	KEGG	false
vRhyme_unbinned_29__MGr3G3H3I_000000101571_7	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	nodU; carbamoyltransferase [EC:2.1.3.-]	K00612		PF02543.22				phrog_1601	481.298004		135.772675				241.725204	0.5867403314917127		0.9942196531791907				0.7765151515151515	10.0	10.0	10.0	1671.0				true		low	nodU; carbamoyltransferase [EC:2.1.3.-]		Carbamoyltransferase N-terminus				Nol-like carbamoyltransferase	K00612	nodU; carbamoyltransferase [EC:2.1.3.-]	KEGG	false
vRhyme_unbinned_29__MGr3G3H3I_000000101571_8	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	K07063; uncharacterized protein	K07063		PF13470.13					90.440269		66.471664					0.6415094339622641		0.991304347826087					1.38	1.67		1713.0				false		low	K07063; uncharacterized protein		PIN domain					K07063	K07063; uncharacterized protein	KEGG	true
vRhyme_unbinned_29__MGr3G3H3I_000000101571_9	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571																										2136.0				false		low											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_1	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																											1881.0		8883.0	false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_2	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																											1533.0		8535.0	false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_3	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																											1332.0		8334.0	false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_4	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																											1032.0		8034.0	false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_5	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																											576.0		7578.0	false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_6	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																											327.0		7329.0	false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_7	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																											174.0		7176.0	false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_8	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931				PF06067.17				phrog_1221			156.706055				205.782562			0.9779735682819384				0.8084507042253521		10.0	10.0		6000.0		7002.0	true		high			Domain of unknown function (DUF932)				""	phrog_1221	""	PHROG	false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_9	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										978.0	5022.0		6024.0	true		high											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_10	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931								phrog_22963							136.353561							0.7962466487935657				1623.0	4377.0		5379.0	true		medium							""	phrog_22963	""	PHROG	false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_11	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										2829.0	3171.0		4173.0	true		medium											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_12	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										3168.0	2832.0		3834.0	true		medium											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_13	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										3642.0	2358.0		3360.0	true		medium											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_14	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										3846.0	2154.0		3156.0	true		medium											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_15	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										4404.0	1596.0		2598.0	true		high											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_16	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										5202.0	798.0		1800.0	true		high											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_17	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										5487.0	513.0		1515.0	true		high											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_18	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										5727.0	273.0		1275.0	true		medium											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_19	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	K07319		PF01555.25					186.924591		163.733398					0.5896805896805897		1.0					10.0	10.0	10.0	6000.0	1002.0		1002.0	true		medium	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]		DNA methylase					K07319	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	KEGG	false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_20	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																								0.03		813.0	189.0		189.0	true		medium											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_21	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	K07496; putative transposase	K07496						phrog_12300	164.30986						147.428299	0.5763293310463122						0.7587412587412588	10.0	10.0	10.0	1002.0	1881.0			true		medium	K07496; putative transposase						transposase	K07496	K07496; putative transposase	KEGG	false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_22	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										1131.0	750.0	1131.0		true		high											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_23	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										1272.0	609.0	1272.0		true		high											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_24	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										1563.0	318.0	1563.0		true		high											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_25	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																								10.0	10.0	1881.0		1881.0		true		medium											false
vRhyme_unbinned_2__MGr3G3H3I_000000004931_26	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										306.0		2187.0		false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_27	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										1290.0		3171.0		false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_28	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										1587.0		3468.0		false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_29	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										3282.0		5163.0		false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_30	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										3474.0		5355.0		false		high											true
vRhyme_unbinned_2__MGr3G3H3I_000000004931_31	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931																										3663.0		5544.0		false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_1	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																											825.0			false		medium											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_2	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																											588.0			false		medium											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_3	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																											228.0			false		medium											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_4	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693	Transglycosylase SLT domain			PF01464.26	GH23						73.880241	67.157471						0.8974358974358975	0.8074074074074075				10.0	10.0	10.0		4329.0			true		medium			Transglycosylase SLT domain	lysozyme type G (EC 3.2.1.17); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC 3.2.1.14)				PF01464	Transglycosylase SLT domain	Pfam	false
vRhyme_unbinned_30__MGr3G3H3I_000000102693_5	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										600.0	3729.0			true		high											false
vRhyme_unbinned_30__MGr3G3H3I_000000102693_6	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										1710.0	2619.0			true		high											false
vRhyme_unbinned_30__MGr3G3H3I_000000102693_7	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										2028.0	2301.0			true		high											false
vRhyme_unbinned_30__MGr3G3H3I_000000102693_8	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										2544.0	1785.0			true		high											false
vRhyme_unbinned_30__MGr3G3H3I_000000102693_9	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693								phrog_33534							61.854416							0.9042553191489362				3876.0	453.0			true		high							""	phrog_33534	""	PHROG	false
vRhyme_unbinned_30__MGr3G3H3I_000000102693_10	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693	tail assembly chaperone			PF07087.17				phrog_1158			76.050613				88.493759			0.978021978021978				0.5902439024390244		10.0	10.0	4329.0				true		high			Protein of unknown function (DUF1353)				tail assembly chaperone	phrog_1158	tail assembly chaperone	PHROG	false
vRhyme_unbinned_30__MGr3G3H3I_000000102693_11	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										474.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_12	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										735.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_13	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										1041.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_14	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										1455.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_15	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										1956.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_16	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										2109.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_17	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										2397.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_18	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										3495.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_19	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										3750.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_20	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										4077.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_21	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										4317.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_22	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										4587.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_23	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										5301.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_24	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										6228.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_25	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										7011.0				false		high											true
vRhyme_unbinned_30__MGr3G3H3I_000000102693_26	vRhyme_unbinned_30__MGr3G3H3I_000000102693	vRhyme_unbinned_30__MGr3G3H3I_000000102693																										7848.0				false		high											true
vRhyme_unbinned_31__MGr3G3H3I_000000103998_1	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	HMMsoil470					phrog_20458	593.718567	427.583008					438.262207	0.46977124183006536	0.6309067688378033					0.4945717732207479	10.0	10.0	2.93		2445.0		2445.0	true		low	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	hk1; two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]					""	K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	KEGG	false
